               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12717,            0.012963,            0.053981,                   0,                   0,                   0,                   0,            0.082642,           0.0090667,            0.032794,              0.0991,              0.0001,              0.0001
                   1,             0.10674,            0.011016,            0.042795,                   0,                   0,                   0,                   0,            0.082118,           0.0090828,             0.03273,            0.097297,          0.00029703,          0.00029703
                   2,             0.10042,            0.011333,             0.04138,                   0,                   0,                   0,                   0,            0.081371,           0.0090659,            0.032758,             0.09549,           0.0004901,           0.0004901
                   3,             0.10218,            0.010173,            0.048014,           0.0028694,             0.66667,           0.0025974,          0.00036058,            0.081477,           0.0085525,            0.032922,            0.093679,          0.00067921,          0.00067921
                   4,             0.11405,            0.010756,            0.064825,           0.0027778,             0.66667,           0.0028901,          0.00082286,            0.080625,           0.0085493,            0.032639,            0.091864,          0.00086436,          0.00086436
                   5,             0.11916,            0.011852,            0.058398,           0.0031008,             0.66667,           0.0032536,          0.00075344,            0.080495,           0.0083712,             0.03252,            0.090046,           0.0010455,           0.0010455
                   6,             0.12218,            0.012757,            0.055079,           0.0015625,             0.33333,           0.0024546,          0.00049092,            0.079421,           0.0082971,             0.03208,            0.088223,           0.0012228,           0.0012228
                   7,            0.066458,           0.0094018,            0.024918,           0.0014104,             0.33333,           0.0015347,          0.00030693,            0.078637,           0.0082221,            0.031348,            0.086396,            0.001396,            0.001396
                   8,            0.055877,            0.010764,            0.022236,           0.0012658,             0.33333,            0.002046,           0.0002046,            0.077591,           0.0079892,            0.031082,            0.084565,           0.0015654,           0.0015654
                   9,            0.077069,             0.01006,            0.040487,           0.0023392,             0.66667,           0.0040686,           0.0012862,            0.076231,           0.0078079,            0.029929,            0.082731,           0.0017307,           0.0017307
                  10,            0.092492,             0.01241,            0.048009,           0.0011001,             0.33333,           0.0018151,          0.00036301,            0.075501,           0.0078998,            0.029141,            0.080892,           0.0018921,           0.0018921
                  11,             0.10812,            0.011421,            0.045392,           0.0011001,             0.33333,           0.0018151,          0.00036301,            0.075501,           0.0078998,            0.029141,             0.07905,           0.0020495,           0.0020495
                  12,             0.10415,            0.010478,            0.046478,           0.0013245,             0.33333,           0.0016846,          0.00050539,            0.074302,           0.0080666,            0.028455,            0.077203,            0.002203,            0.002203
                  13,            0.041072,            0.010146,            0.020593,           0.0012019,             0.33333,          0.00092952,          9.2952e-05,            0.072254,           0.0079498,            0.026862,            0.075353,           0.0023525,           0.0023525
                  14,             0.10829,            0.010084,            0.041574,           0.0012019,             0.33333,          0.00092952,          9.2952e-05,            0.072254,           0.0079498,            0.026862,            0.073498,           0.0024981,           0.0024981
                  15,            0.079054,            0.011892,            0.035845,           0.0022447,             0.66667,            0.021007,           0.0022997,            0.066082,           0.0076798,            0.026202,             0.07164,           0.0026396,           0.0026396
                  16,            0.070368,             0.01016,            0.027829,           0.0022548,             0.66667,           0.0027545,          0.00047362,            0.067083,           0.0076218,            0.024893,            0.069777,           0.0027773,           0.0027773
                  17,            0.094826,            0.010841,            0.032697,           0.0022548,             0.66667,           0.0027545,          0.00047362,            0.067083,           0.0076218,            0.024893,            0.067911,           0.0029109,           0.0029109
                  18,            0.049542,           0.0099518,            0.018685,            0.001996,             0.66667,            0.003091,           0.0010784,            0.056602,           0.0074384,             0.02666,            0.066041,           0.0030407,           0.0030407
                  19,             0.10429,            0.012847,            0.038493,            0.001996,             0.66667,            0.003091,           0.0010784,            0.056602,           0.0074384,             0.02666,            0.064166,           0.0031664,           0.0031664
                  20,              0.0918,            0.010588,            0.031723,            0.002006,             0.66667,           0.0058563,            0.001363,            0.058458,           0.0070009,            0.026596,            0.062288,           0.0032882,           0.0032882
                  21,            0.098287,            0.011174,            0.031351,            0.002006,             0.66667,           0.0058563,            0.001363,            0.058458,           0.0070009,            0.026596,            0.060406,            0.003406,            0.003406
                  22,             0.08832,           0.0092833,            0.030472,            0.003009,                   1,            0.020897,           0.0032637,            0.059407,           0.0068945,            0.025735,             0.05852,           0.0035199,           0.0035199
                  23,              0.0783,            0.010888,            0.029524,            0.003009,                   1,            0.020897,           0.0032637,            0.059407,           0.0068945,            0.025735,             0.05663,           0.0036298,           0.0036298
                  24,              0.0996,            0.011767,            0.032413,           0.0028846,                   1,           0.0073553,           0.0026069,            0.055036,           0.0068675,            0.023932,            0.054736,           0.0037358,           0.0037358
                  25,             0.04792,           0.0099849,            0.017601,           0.0028846,                   1,           0.0073553,           0.0026069,            0.055036,           0.0068675,            0.023932,            0.052838,           0.0038378,           0.0038378
                  26,            0.094673,            0.011709,            0.034571,           0.0028846,                   1,           0.0073553,           0.0026069,            0.055036,           0.0068675,            0.023932,            0.050936,           0.0039358,           0.0039358
                  27,            0.083695,            0.011495,            0.028986,           0.0027397,                   1,            0.019821,           0.0058896,            0.054463,            0.006856,            0.019611,             0.04903,           0.0040299,           0.0040299
                  28,            0.092417,            0.013659,            0.025545,           0.0027397,                   1,            0.019821,           0.0058896,            0.054463,            0.006856,            0.019611,             0.04712,             0.00412,             0.00412
                  29,            0.072594,            0.012296,            0.024987,           0.0018399,             0.66667,            0.011381,           0.0037784,            0.056372,           0.0067976,            0.019052,            0.045206,           0.0042061,           0.0042061
                  30,            0.095943,            0.013686,            0.031587,           0.0018399,             0.66667,            0.011381,           0.0037784,            0.056372,           0.0067976,            0.019052,            0.043288,           0.0042883,           0.0042883
                  31,            0.076525,            0.011555,            0.026106,           0.0018399,             0.66667,            0.011381,           0.0037784,            0.056372,           0.0067976,            0.019052,            0.041367,           0.0043665,           0.0043665
                  32,            0.042545,            0.010178,             0.01549,           0.0023383,                   1,             0.01576,           0.0042115,            0.056602,           0.0066195,            0.017249,            0.039441,           0.0044408,           0.0044408
                  33,            0.070747,            0.012834,            0.023793,           0.0023383,                   1,             0.01576,           0.0042115,            0.056602,           0.0066195,            0.017249,            0.037511,           0.0045111,           0.0045111
                  34,            0.013343,           0.0071733,           0.0044192,           0.0023383,                   1,             0.01576,           0.0042115,            0.056602,           0.0066195,            0.017249,            0.035577,           0.0045775,           0.0045775
                  35,            0.079596,            0.011771,            0.024674,            0.002457,                   1,             0.11764,            0.068455,            0.057843,           0.0062957,            0.016649,             0.03364,           0.0046399,           0.0046399
                  36,            0.085949,           0.0095052,            0.029153,            0.002457,                   1,             0.11764,            0.068455,            0.057843,           0.0062957,            0.016649,            0.031698,           0.0046983,           0.0046983
                  37,            0.073841,            0.011257,            0.019545,            0.002457,                   1,             0.11764,            0.068455,            0.057843,           0.0062957,            0.016649,            0.029753,           0.0047528,           0.0047528
                  38,            0.062806,           0.0094708,            0.013752,           0.0016407,             0.66667,           0.0080806,           0.0012055,            0.056931,           0.0063599,            0.015047,            0.027803,           0.0048033,           0.0048033
                  39,            0.070791,            0.010388,            0.020144,           0.0016407,             0.66667,           0.0080806,           0.0012055,            0.056931,           0.0063599,            0.015047,             0.02585,           0.0048498,           0.0048498
                  40,            0.086342,            0.011708,            0.019765,           0.0016407,             0.66667,           0.0080806,           0.0012055,            0.056931,           0.0063599,            0.015047,            0.023892,           0.0048924,           0.0048924
                  41,            0.053513,            0.010551,            0.014677,            0.002322,                   1,           0.0093619,           0.0016598,            0.060142,           0.0060857,            0.014822,            0.021931,            0.004931,            0.004931
                  42,            0.078812,           0.0097413,            0.019059,            0.002322,                   1,           0.0093619,           0.0016598,            0.060142,           0.0060857,            0.014822,            0.019966,           0.0049657,           0.0049657
                  43,            0.095788,            0.011006,            0.021845,            0.002322,                   1,           0.0093619,           0.0016598,            0.060142,           0.0060857,            0.014822,            0.017996,           0.0049964,           0.0049964
                  44,            0.062998,           0.0096836,            0.017447,            0.002322,                   1,           0.0093619,           0.0016598,            0.060142,           0.0060857,            0.014822,            0.016023,           0.0050232,           0.0050232
                  45,             0.06745,            0.013042,            0.017588,            0.002259,                   1,            0.018379,           0.0033785,            0.062065,           0.0058294,            0.012639,            0.014046,            0.005046,            0.005046
                  46,            0.088102,           0.0097048,            0.016636,            0.002259,                   1,            0.018379,           0.0033785,            0.062065,           0.0058294,            0.012639,            0.012065,           0.0050648,           0.0050648
                  47,            0.075522,            0.008405,            0.016533,            0.002259,                   1,            0.018379,           0.0033785,            0.062065,           0.0058294,            0.012639,             0.01008,           0.0050797,           0.0050797
                  48,            0.027743,           0.0071441,           0.0090839,            0.002259,                   1,            0.018379,           0.0033785,            0.062065,           0.0058294,            0.012639,           0.0080906,           0.0050906,           0.0050906
                  49,            0.076686,           0.0095568,            0.018671,           0.0018282,                   1,            0.019013,           0.0057785,            0.062338,           0.0053746,            0.010945,           0.0060975,           0.0050975,           0.0050975
                  50,            0.056201,             0.01035,            0.012693,           0.0018282,                   1,            0.019013,           0.0057785,            0.062338,           0.0053746,            0.010945,             0.00505,             0.00505,             0.00505
                  51,            0.071497,            0.013062,            0.015802,           0.0018282,                   1,            0.019013,           0.0057785,            0.062338,           0.0053746,            0.010945,             0.00505,             0.00505,             0.00505
                  52,            0.069642,           0.0078887,            0.013516,           0.0018282,                   1,            0.019013,           0.0057785,            0.062338,           0.0053746,            0.010945,            0.004951,            0.004951,            0.004951
                  53,            0.074163,           0.0092345,            0.023795,           0.0018587,                   1,            0.014147,           0.0042888,            0.060317,           0.0054066,            0.011238,            0.004852,            0.004852,            0.004852
                  54,            0.071915,            0.009139,            0.013738,           0.0018587,                   1,            0.014147,           0.0042888,            0.060317,           0.0054066,            0.011238,            0.004753,            0.004753,            0.004753
                  55,            0.054887,           0.0079722,            0.011301,           0.0018587,                   1,            0.014147,           0.0042888,            0.060317,           0.0054066,            0.011238,            0.004654,            0.004654,            0.004654
                  56,            0.069026,           0.0088507,            0.012783,           0.0018587,                   1,            0.014147,           0.0042888,            0.060317,           0.0054066,            0.011238,            0.004555,            0.004555,            0.004555
                  57,            0.089605,            0.011053,            0.017378,           0.0018821,                   1,            0.015963,           0.0055302,            0.060162,           0.0052414,            0.010364,            0.004456,            0.004456,            0.004456
                  58,            0.074145,           0.0075129,            0.010732,           0.0018821,                   1,            0.015963,           0.0055302,            0.060162,           0.0052414,            0.010364,            0.004357,            0.004357,            0.004357
                  59,            0.078257,           0.0077982,            0.011686,           0.0018821,                   1,            0.015963,           0.0055302,            0.060162,           0.0052414,            0.010364,            0.004258,            0.004258,            0.004258
                  60,            0.067549,            0.010472,            0.014528,           0.0018821,                   1,            0.015963,           0.0055302,            0.060162,           0.0052414,            0.010364,            0.004159,            0.004159,            0.004159
                  61,            0.084831,            0.013049,            0.019344,           0.0016892,                   1,           0.0082072,           0.0019202,            0.057254,           0.0055241,             0.01144,             0.00406,             0.00406,             0.00406
                  62,            0.071268,           0.0091832,            0.017117,           0.0016892,                   1,           0.0082072,           0.0019202,            0.057254,           0.0055241,             0.01144,            0.003961,            0.003961,            0.003961
