               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.11164,            0.017834,                   0,          0.00053333,                0.16,          0.00040728,          0.00011913,             0.11373,            0.013436,                   0,              0.0946,              0.0006,              0.0006
                   1,             0.11491,            0.018578,                   0,              0.0008,                0.24,          0.00066971,          0.00017813,             0.10755,            0.014257,                   0,            0.088295,           0.0012949,           0.0012949
                   2,             0.10328,            0.019312,                   0,           0.0010667,                0.32,           0.0013825,            0.000344,             0.09948,            0.015455,                   0,            0.081984,           0.0019842,           0.0019842
                   3,            0.098081,            0.022244,                   0,           0.0010667,                0.32,           0.0023222,          0.00051226,            0.090977,            0.016555,                   0,            0.075668,           0.0026679,           0.0026679
                   4,            0.088464,            0.019757,                   0,           0.0020667,                0.62,            0.011705,           0.0038312,            0.080222,            0.017534,                   0,            0.069346,           0.0033461,           0.0033461
                   5,            0.088358,             0.02319,                   0,              0.0024,                0.72,            0.027875,           0.0052493,            0.081979,            0.017003,                   0,            0.063019,           0.0040188,           0.0040188
                   6,            0.085157,            0.022896,                   0,           0.0028667,                0.86,            0.035496,           0.0063599,            0.077052,            0.017386,                   0,            0.056686,            0.004686,            0.004686
                   7,            0.086758,            0.022446,                   0,            0.031677,                0.68,            0.072409,            0.019808,            0.068758,            0.017725,                   0,            0.050348,           0.0053475,           0.0053475
                   8,            0.079373,            0.025044,                   0,            0.046957,                0.82,            0.075215,            0.020454,            0.072639,            0.016732,                   0,            0.044004,           0.0060036,           0.0060036
                   9,            0.074017,            0.022394,                   0,            0.035231,                 0.5,            0.036527,            0.010143,            0.070748,            0.016281,                   0,            0.037654,           0.0066541,           0.0066541
                  10,            0.074339,            0.020793,                   0,           0.0032667,                0.98,           0.0096629,            0.002224,            0.086886,            0.013257,                   0,            0.031299,            0.007299,            0.007299
                  11,            0.077642,             0.01968,                   0,            0.033844,                0.36,            0.035329,           0.0092436,            0.080161,            0.014026,                   0,            0.024938,           0.0079385,           0.0079385
