               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.12118,            0.019162,                   0,              0.0002,                0.06,          0.00010832,          3.2033e-05,             0.12874,            0.016807,                   0,              0.0946,              0.0006,              0.0006
                   1,             0.12752,            0.018585,                   0,          0.00033333,                 0.1,          0.00019083,          5.9004e-05,             0.12703,            0.015373,                   0,            0.088296,           0.0012957,           0.0012957
                   2,             0.11907,            0.018534,                   0,          0.00026667,                0.08,          0.00014609,          2.8412e-05,             0.12464,              0.0146,                   0,            0.081987,           0.0019868,           0.0019868
                   3,             0.11537,            0.019245,                   0,          0.00053333,                0.16,          0.00031854,          5.4032e-05,             0.11722,            0.014282,                   0,            0.075673,           0.0026733,           0.0026733
                   4,             0.10903,            0.016881,                   0,              0.0006,                0.18,          0.00043092,          9.4181e-05,             0.11203,            0.013994,                   0,            0.069355,           0.0033551,           0.0033551
                   5,              0.1097,             0.01877,                   0,              0.0012,                0.36,           0.0011625,          0.00025707,             0.10567,            0.013856,                   0,            0.063032,           0.0040324,           0.0040324
                   6,             0.10636,            0.018399,                   0,           0.0014667,                0.44,           0.0017671,          0.00044601,             0.10275,            0.013945,                   0,            0.056705,            0.004705,            0.004705
                   7,             0.10866,            0.017434,                   0,           0.0034287,                0.24,           0.0036476,          0.00061379,            0.097797,            0.013891,                   0,            0.050373,           0.0053729,           0.0053729
                   8,             0.10261,            0.019984,                   0,           0.0029344,                0.46,           0.0040878,           0.0008696,            0.095206,            0.013886,                   0,            0.044036,           0.0060363,           0.0060363
                   9,            0.094279,            0.018395,                   0,           0.0040016,                0.12,           0.0050085,          0.00089178,            0.094146,            0.013679,                   0,            0.037695,           0.0066951,           0.0066951
                  10,            0.096241,            0.016967,                   0,              0.0026,                0.78,            0.012776,            0.003083,            0.087251,            0.014016,                   0,            0.031349,           0.0073492,           0.0073492
                  11,            0.089907,            0.018087,                   0,              0.0028,                0.84,            0.016677,           0.0032499,            0.093778,            0.012869,                   0,            0.024999,           0.0079987,           0.0079987
                  12,            0.091723,            0.017726,                   0,           0.0031333,                0.94,            0.042109,            0.011117,            0.080764,            0.014011,                   0,            0.018644,           0.0086436,           0.0086436
                  13,            0.088271,            0.019587,                   0,           0.0031333,                0.94,            0.042109,            0.011117,            0.080764,            0.014011,                   0,            0.012284,           0.0092839,           0.0092839
                  14,            0.084786,            0.020726,                   0,           0.0031333,                0.94,            0.043359,            0.011611,            0.080641,            0.013749,                   0,            0.009538,            0.009538,            0.009538
                  15,            0.083703,            0.018915,                   0,              0.0032,                0.96,            0.035189,           0.0085836,            0.082205,            0.013647,                   0,            0.009538,            0.009538,            0.009538
                  16,             0.08036,            0.015807,                   0,             0.13564,                0.12,            0.095052,            0.027092,            0.074122,            0.014164,                   0,            0.009505,            0.009505,            0.009505
                  17,            0.082436,             0.01997,                   0,            0.084272,                0.06,            0.075561,            0.020997,            0.080328,            0.013083,                   0,            0.009472,            0.009472,            0.009472
                  18,            0.081767,            0.018105,                   0,            0.025054,                 0.1,            0.028525,           0.0070749,            0.081887,            0.012559,                   0,            0.009439,            0.009439,            0.009439
                  19,            0.085146,             0.01826,                   0,            0.094227,                0.24,            0.087117,            0.021801,            0.080752,            0.011974,                   0,            0.009406,            0.009406,            0.009406
                  20,            0.078567,            0.017333,                   0,            0.026437,                0.18,            0.029105,           0.0064406,            0.075557,            0.012678,                   0,            0.009373,            0.009373,            0.009373
                  21,            0.078363,            0.017761,                   0,            0.026437,                0.18,            0.029105,           0.0064406,            0.075557,            0.012678,                   0,             0.00934,             0.00934,             0.00934
                  22,            0.074135,            0.016536,                   0,            0.050532,                0.28,            0.046787,             0.01227,            0.074074,            0.012829,                   0,            0.009307,            0.009307,            0.009307
                  23,            0.073622,            0.019629,                   0,            0.055577,                 0.4,            0.044349,             0.01252,            0.075844,            0.012568,                   0,            0.009274,            0.009274,            0.009274
