               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10613,             0.08532,                   0,           0.0015432,             0.46296,           0.0020792,          0.00044932,            0.086602,            0.028921,                   0,               0.082,               0.002,               0.002
                   1,            0.086127,            0.037105,                   0,           0.0028807,              0.8642,            0.021041,           0.0065327,            0.062942,            0.020915,                   0,            0.063086,           0.0040865,           0.0040865
                   2,            0.071977,             0.02881,                   0,            0.010951,             0.40741,             0.01187,           0.0031343,            0.070564,            0.016434,                   0,            0.044159,           0.0061591,           0.0061591
                   3,            0.069867,            0.027331,                   0,             0.01104,             0.44444,            0.024405,           0.0036929,            0.079204,            0.014447,                   0,            0.025218,           0.0082178,           0.0082178
                   4,             0.06699,            0.024469,                   0,           0.0053211,             0.98148,            0.041394,            0.011802,            0.065195,            0.019091,                   0,            0.009868,            0.009868,            0.009868
                   5,            0.064926,            0.023237,                   0,           0.0046711,                   1,            0.048383,            0.013734,            0.064816,            0.018837,                   0,            0.009868,            0.009868,            0.009868
                   6,             0.06332,            0.024966,                   0,             0.12647,             0.34568,            0.098328,            0.026726,            0.066082,              0.0179,                   0,            0.009835,            0.009835,            0.009835
                   7,             0.05471,            0.024813,                   0,             0.18221,             0.41975,             0.15944,            0.073024,            0.046189,            0.021277,                   0,            0.009802,            0.009802,            0.009802
                   8,            0.053639,             0.02714,                   0,             0.16245,             0.43827,              0.1466,            0.066336,            0.046755,            0.018859,                   0,            0.009769,            0.009769,            0.009769
                   9,            0.046647,            0.026853,                   0,             0.17303,             0.46296,             0.15955,            0.089441,            0.049585,            0.018546,                   0,            0.009736,            0.009736,            0.009736
                  10,            0.050074,            0.025654,                   0,              0.1841,             0.50617,             0.17821,            0.098428,            0.046219,            0.018273,                   0,            0.009703,            0.009703,            0.009703
                  11,            0.046903,            0.024984,                   0,             0.18131,             0.49383,             0.18598,            0.083028,            0.037369,            0.018009,                   0,             0.00967,             0.00967,             0.00967
                  12,            0.040979,            0.023972,                   0,             0.22668,             0.73281,             0.21818,             0.13762,            0.038044,            0.016889,                   0,            0.009637,            0.009637,            0.009637
                  13,            0.041649,            0.020953,                   0,             0.20072,             0.47279,             0.19877,             0.12539,            0.039746,             0.01515,                   0,            0.009604,            0.009604,            0.009604
                  14,            0.039828,            0.022568,                   0,             0.22793,             0.79012,             0.22811,             0.12599,            0.034656,            0.016075,                   0,            0.009571,            0.009571,            0.009571
                  15,            0.042145,            0.021688,                   0,             0.22782,             0.84568,             0.22767,            0.093534,            0.039406,            0.014898,                   0,            0.009538,            0.009538,            0.009538
                  16,            0.038961,            0.022485,                   0,             0.22991,             0.78139,             0.23656,             0.15482,            0.029392,            0.015719,                   0,            0.009505,            0.009505,            0.009505
                  17,             0.03567,            0.021161,                   0,              0.2422,             0.79012,             0.24606,             0.16378,            0.026219,            0.016231,                   0,            0.009472,            0.009472,            0.009472
                  18,            0.037449,            0.018647,                   0,             0.24041,              0.7716,             0.24696,             0.15763,             0.02914,            0.015495,                   0,            0.009439,            0.009439,            0.009439
                  19,            0.037413,            0.020986,                   0,             0.22778,             0.76657,             0.24502,             0.14492,            0.030272,            0.015144,                   0,            0.009406,            0.009406,            0.009406
                  20,            0.036147,              0.0193,                   0,             0.23231,             0.85802,              0.2515,             0.12391,            0.033584,            0.014353,                   0,            0.009373,            0.009373,            0.009373
                  21,            0.034969,            0.021733,                   0,             0.25303,             0.72222,             0.25595,             0.15362,            0.027352,            0.015547,                   0,             0.00934,             0.00934,             0.00934
                  22,            0.029326,            0.022971,                   0,             0.23594,             0.85185,             0.26124,             0.17378,            0.029722,            0.014758,                   0,            0.009307,            0.009307,            0.009307
                  23,            0.034696,            0.020995,                   0,              0.2517,             0.80247,             0.29584,              0.1825,            0.031861,            0.014418,                   0,            0.009274,            0.009274,            0.009274
                  24,            0.029461,            0.020449,                   0,             0.25604,             0.73457,              0.2912,             0.19651,            0.024234,             0.01483,                   0,            0.009241,            0.009241,            0.009241
                  25,            0.030624,            0.021563,                   0,             0.24672,              0.8642,             0.30091,             0.21541,            0.023834,            0.014414,                   0,            0.009208,            0.009208,            0.009208
                  26,            0.031638,            0.018821,                   0,             0.24599,             0.89417,              0.3208,             0.22089,            0.025083,            0.014166,                   0,            0.009175,            0.009175,            0.009175
                  27,            0.030108,            0.019893,                   0,             0.25238,             0.82716,              0.3251,             0.22742,            0.021202,            0.014793,                   0,            0.009142,            0.009142,            0.009142
                  28,            0.029455,            0.020433,                   0,             0.25348,             0.92593,             0.34455,             0.21136,            0.026911,            0.013987,                   0,            0.009109,            0.009109,            0.009109
                  29,            0.031834,            0.018481,                   0,             0.25816,             0.87654,             0.38165,             0.28072,            0.021016,            0.014436,                   0,            0.009076,            0.009076,            0.009076
